,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
286,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.filefilter,IOFileFilterAbstractTestCase.TesterFalseFileFilter,0,32,0,0,0,10,0,6,0,6
287,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.filefilter,IOFileFilterAbstractTestCase,94,183,6,12,12,25,4,14,1,8
288,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.filefilter,FileFilterTestCase,609,4175,40,44,136,771,40,53,1,50
289,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.filefilter,IOFileFilterAbstractTestCase.TesterTrueFileFilter,0,32,0,0,0,10,0,6,0,6
290,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.filefilter,AndFileFilterTestCase,0,822,0,2,0,144,0,14,0,13
291,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.filefilter,ConditionalFileFilterAbstractTestCase,2,456,1,11,0,88,1,12,0,7
292,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input.compatibility,XmlStreamReader,456,869,84,132,115,189,65,70,12,15
293,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input.compatibility,XmlStreamReaderException,0,25,0,0,0,6,0,3,0,3
294,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input.compatibility,XmlStreamReaderUtilitiesCompatibilityTest.MockXmlStreamReader,0,11,0,0,0,2,0,1,0,1
295,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input.compatibility,XmlStreamReaderUtilitiesCompatibilityTest,0,40,0,0,0,12,0,3,0,3
296,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.comparator,ExtensionFileComparatorTest,7,122,7,7,0,19,7,3,0,3
297,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.comparator,LastModifiedFileComparatorTest,39,125,5,5,6,30,5,2,0,2
298,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.comparator,ComparatorAbstractTestCase,4,200,4,4,0,36,4,9,0,9
299,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.comparator,PathFileComparatorTest,7,122,7,7,0,19,7,3,0,3
300,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.comparator,CompositeFileComparatorTest,58,255,6,6,8,46,6,5,0,5
301,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.comparator,DefaultFileComparatorTest,0,35,0,0,0,8,0,2,0,2
302,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.comparator,NameFileComparatorTest,7,122,7,7,0,19,7,3,0,3
303,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.comparator,SizeFileComparatorTest,42,189,4,4,6,36,4,4,0,4
304,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.comparator,DirectoryFileComparatorTest,0,46,0,0,0,11,0,4,0,4
